epoch,step,test_loss,test_renyi_lb,train_loss_epoch,train_loss_step,train_renyi_lb_epoch,train_renyi_lb_step
0,7,,,-0.12150401622056961,,0.12150401622056961,
1,15,,,-0.13590478897094727,,0.13590478897094727,
2,23,,,-0.14980548620224,,0.14980548620224,
3,31,,,-0.16464324295520782,,0.16464324295520782,
4,39,,,-0.18142551183700562,,0.18142551183700562,
5,47,,,-0.19910967350006104,,0.19910967350006104,
6,49,,,,-0.21219730377197266,,0.21219730377197266
6,55,,,-0.21637587249279022,,0.21637587249279022,
7,63,,,-0.23264376819133759,,0.23264376819133759,
8,71,,,-0.24814201891422272,,0.24814201891422272,
9,79,,,-0.2632567882537842,,0.2632567882537842,
10,87,,,-0.2781866192817688,,0.2781866192817688,
11,95,,,-0.2931693196296692,,0.2931693196296692,
12,99,,,,-0.3053717613220215,,0.3053717613220215
12,103,,,-0.30832958221435547,,0.30832958221435547,
13,111,,,-0.32380062341690063,,0.32380062341690063,
14,119,,,-0.33996474742889404,,0.33996474742889404,
15,127,,,-0.3573881983757019,,0.3573881983757019,
16,135,,,-0.37620002031326294,,0.37620002031326294,
17,143,,,-0.3950005769729614,,0.3950005769729614,
18,149,,,,-0.41371583938598633,,0.41371583938598633
18,151,,,-0.4116883873939514,,0.4116883873939514,
19,159,,,-0.42662104964256287,,0.42662104964256287,
20,167,,,-0.4411679804325104,,0.4411679804325104,
21,175,,,-0.4557129442691803,,0.4557129442691803,
22,183,,,-0.4704078137874603,,0.4704078137874603,
23,191,,,-0.48523062467575073,,0.48523062467575073,
24,199,,,,-0.507267951965332,,0.507267951965332
24,199,,,-0.5001884698867798,,0.5001884698867798,
25,207,,,-0.5153149366378784,,0.5153149366378784,
26,215,,,-0.5305808186531067,,0.5305808186531067,
27,223,,,-0.5460627675056458,,0.5460627675056458,
28,231,,,-0.561691403388977,,0.561691403388977,
29,239,,,-0.5774439573287964,,0.5774439573287964,
30,247,,,-0.5934560894966125,,0.5934560894966125,
31,249,,,,-0.6039361953735352,,0.6039361953735352
31,255,,,-0.6095882654190063,,0.6095882654190063,
32,263,,,-0.6259010434150696,,0.6259010434150696,
33,271,,,-0.6423398852348328,,0.6423398852348328,
34,279,,,-0.6589813232421875,,0.6589813232421875,
